Address,USB0::0x2A8D::0x8601::MY59013886::0::INSTR,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Model,DAQ973A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serial Number:,MY59013886,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Firmware Version,A.03.03-01.00-02.01-00.02-02.00-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Start Time,2026-06-15 14:25:26.866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop Time,2026-06-16 12:06:50.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Log Running,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Instrument Configuration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Modules,4,Slot 0,SCD,Slot 1,DAQM901A,Slot 4,DAQ970A Computed Channels,Slot 10,Virtual Digitizer Channels,,,,,,,,,,,,,,,,,,,,
2026-06-15 19:47:50.105,962,15.6704468,67.1042972,33.60988,41.9248363,16.62672,54.1949201,20.0950925,40.1180234,0.00775048619,0.624728327,0.575535685,0.0574217938,,,,,,,,,,,,,,,,
2026-06-15 19:48:10.159,963,15.6668959,67.1463677,33.6076675,41.9204537,16.6156108,54.1647102,20.1277434,40.0803549,0.00673474997,0.6249729,0.57445813,0.0589750499,,,,,,,,,,,,,,,,
2026-06-15 19:48:30.108,964,15.6768295,66.7679904,33.6102715,41.918759,16.6411837,54.2021038,20.1291744,40.0112997,0.00712818388,0.624809608,0.573431706,0.0586900905,,,,,,,,,,,,,,,,
2026-06-15 19:48:50.105,965,15.6545634,67.1073681,33.6321655,41.91066,16.6365716,54.2089827,20.1340825,40.0041164,0.00268536532,0.624317511,0.573765209,0.0571358756,,,,,,,,,,,,,,,,
2026-06-15 19:49:10.145,966,15.6218541,67.7233758,33.6389099,41.9105648,16.6440054,54.1485526,20.1216721,39.9992695,0.00530896746,0.624511816,0.574641749,0.0572637009,,,,,,,,,,,,,,,,
2026-06-15 19:49:30.138,967,15.6747578,67.177591,33.6525944,41.9062002,16.6358095,54.1564265,20.1227995,39.9814024,0.00324307515,0.624542177,0.575021224,0.0566747667,,,,,,,,,,,,,,,,
2026-06-15 19:49:50.106,968,15.6455397,67.1780352,33.6561357,41.9001705,16.6129267,54.1234584,20.0826771,40.0170487,0.00780874903,0.624803066,0.574362868,0.0592087103,,,,,,,,,,,,,,,,
2026-06-15 19:50:10.107,969,15.6437295,66.757321,33.6602227,41.8969238,16.6406039,54.1014002,20.1018066,40.0271051,0.00418046105,0.624831451,0.574348435,0.0578775267,,,,,,,,,,,,,,,,
2026-06-15 19:50:30.121,970,15.6049822,66.9120196,33.6512538,41.8886999,16.6477306,54.1047342,20.118939,40.0575501,0.00811100792,0.62440996,0.574915776,0.0581598773,,,,,,,,,,,,,,,,
2026-06-15 19:50:50.116,971,15.6034515,67.8991146,33.6358016,41.8864522,16.6461378,54.048351,20.1210369,40.0396081,0.00654366623,0.624744944,0.575532077,0.0584282906,,,,,,,,,,,,,,,,
2026-06-15 19:51:10.133,972,15.5844012,68.1713981,33.6120866,41.8846504,16.6344565,54.0551909,20.1247448,40.0496521,0.0022542157,0.624974813,0.575824265,0.0575847382,,,,,,,,,,,,,,,,
2026-06-15 19:51:30.105,973,15.5722779,68.5680611,33.602507,41.8785673,16.6313916,53.9837483,20.127241,39.9651802,0.00198262583,0.625148211,0.575514175,0.0577662118,,,,,,,,,,,,,,,,
2026-06-15 19:51:50.109,974,15.52497,68.8019686,33.5913317,41.8757606,16.6387535,53.9874907,20.1447195,39.9780709,0.00431801881,0.625425566,0.57628971,0.0580853805,,,,,,,,,,,,,,,,
2026-06-15 19:52:10.104,975,15.5299604,68.7544402,33.5805242,41.8718063,16.6448367,53.9460438,20.1657847,39.9415349,0.0031747318,0.62548544,0.575560052,0.0580556567,,,,,,,,,,,,,,,,
2026-06-15 19:52:30.150,976,15.5118655,68.7946303,33.574041,41.86762,16.6172541,53.9864355,20.1579729,39.8379976,0.00925258269,0.625540033,0.574296198,0.0581498437,,,,,,,,,,,,,,,,
2026-06-15 19:52:50.116,977,15.4742223,68.6887811,33.5747587,41.8609661,16.6596502,53.9857106,20.1839244,39.7777909,0.00746462823,0.625705559,0.573367499,0.0580495431,,,,,,,,,,,,,,,,
2026-06-15 19:53:10.105,978,15.4437265,68.4173051,33.5620769,41.8561317,16.5911249,53.9965404,20.1881267,39.7567816,0.00768822884,0.625385402,0.572397428,0.0578423667,,,,,,,,,,,,,,,,
2026-06-15 19:53:30.105,979,15.4454342,68.9507202,33.5610567,41.848568,16.6191045,53.9485218,20.2143147,39.6986276,0.00239816744,0.625725233,0.572268027,0.0587071337,,,,,,,,,,,,,,,,
2026-06-15 19:53:50.136,980,15.4145868,69.6948718,33.5526694,41.8480863,16.6478011,53.9022629,20.176868,39.6595843,0.00762051294,0.625549463,0.572591769,0.0583350543,,,,,,,,,,,,,,,,
2026-06-15 19:54:10.133,981,15.3828917,68.1556834,33.5587255,41.8422709,16.6263484,53.9260367,20.1818111,39.6000866,0.0079837536,0.625627482,0.572267365,0.0574742811,,,,,,,,,,,,,,,,
2026-06-15 19:54:30.104,982,15.3366488,69.0100911,33.5703159,41.8380311,16.6360821,53.9407275,20.2025047,39.6287382,0.00657017985,0.625439191,0.571130352,0.0576265417,,,,,,,,,,,,,,,,
2026-06-15 19:54:50.135,983,15.3490426,69.2524697,33.5798243,41.8386079,16.6307757,53.9182998,20.1829641,39.6134497,0.00758916132,0.625407593,0.572274791,0.0590838052,,,,,,,,,,,,,,,,
2026-06-15 19:55:10.105,984,15.3367577,69.979955,33.5820012,41.8316567,16.6482642,53.9261642,20.1731672,39.6607718,0.00219432104,0.62541842,0.572867591,0.0581299267,,,,,,,,,,,,,,,,
2026-06-15 19:55:30.104,985,15.3188516,70.18879,33.5804471,41.8303129,16.6455869,53.9219401,20.1873154,39.7282612,0.00621870667,0.625541642,0.574126385,0.0586391931,,,,,,,,,,,,,,,,
2026-06-15 19:55:50.105,986,15.2933135,70.6032787,33.5726589,41.8286479,16.6525821,53.9157004,20.1546577,39.7464841,0.00166147002,0.625686433,0.574886012,0.0571666675,,,,,,,,,,,,,,,,
2026-06-15 19:56:10.129,987,15.2757696,70.1355189,33.5567029,41.8233022,16.6270089,53.8702405,20.1582749,39.7802286,0.00971960017,0.626042483,0.576524784,0.0585832284,,,,,,,,,,,,,,,,
2026-06-15 19:56:30.167,988,15.3095897,69.750902,33.5462158,41.8194788,16.643714,53.8693975,20.1790765,39.7856547,0.00393834735,0.626177819,0.575204574,0.0584489206,,,,,,,,,,,,,,,,
2026-06-15 19:56:50.104,989,15.2560774,69.7838166,33.5362389,41.8133541,16.6323117,53.8922313,20.1719004,39.7724142,0.00813679526,0.62643986,0.572621901,0.0574478244,,,,,,,,,,,,,,,,
2026-06-15 19:57:10.147,990,15.2587058,70.0949755,33.5143812,41.807723,16.6516672,53.853242,20.1593618,39.724623,0.00355221296,0.626208692,0.57205637,0.0580087476,,,,,,,,,,,,,,,,
2026-06-15 19:57:30.111,991,15.2373254,69.7554633,33.5074117,41.8025082,16.670797,53.8693591,20.1881683,39.734572,0.00258376504,0.626421386,0.572292305,0.0588592741,,,,,,,,,,,,,,,,
2026-06-15 19:57:50.114,992,15.2435884,69.5065985,33.4959046,41.8007362,16.6740071,53.8710024,20.2036619,39.659869,0.00531616125,0.626491317,0.570887022,0.0584304842,,,,,,,,,,,,,,,,
2026-06-15 19:58:10.105,993,15.244442,69.5677731,33.4931939,41.7968593,16.6433467,53.8172028,20.1917829,39.5612316,0.00250358066,0.626147012,0.569529921,0.0584371223,,,,,,,,,,,,,,,,
2026-06-15 19:58:30.109,994,15.2885698,69.3892072,33.4881996,41.792358,16.6623958,53.8406553,20.1997478,39.5420089,0.00859978605,0.626208982,0.569477896,0.0582274464,,,,,,,,,,,,,,,,
2026-06-15 19:58:50.105,995,15.3127159,69.3511799,33.4828731,41.7879162,16.6588892,53.7835567,20.2377672,39.4791268,0.00108236268,0.626003737,0.56950272,0.0584477378,,,,,,,,,,,,,,,,
2026-06-15 19:59:10.105,996,15.311407,69.2089137,33.4900146,41.7827905,16.6618412,53.7914009,20.1979422,39.4283006,0.00604797471,0.625826611,0.569530094,0.0585989795,,,,,,,,,,,,,,,,
2026-06-15 19:59:30.104,997,15.3090956,69.6536889,33.4949022,41.7772844,16.6472302,53.8031643,20.2117647,39.4054215,0.0030469006,0.625785769,0.569505908,0.0583677311,,,,,,,,,,,,,,,,
2026-06-15 19:59:50.105,998,15.2538572,70.1923122,33.5049145,41.7706901,16.6801839,53.7449142,20.2085401,39.4225584,0.00378245345,0.626017946,0.570107633,0.0588465443,,,,,,,,,,,,,,,,
2026-06-15 20:00:10.112,999,15.2168093,70.0952715,33.506433,41.7682581,16.6569154,53.7589527,20.2042624,39.443346,0.00874946064,0.625883242,0.571701063,0.0576316172,,,,,,,,,,,,,,,,
2026-06-15 20:00:30.145,1000,15.2147661,69.1730108,33.5115697,41.7651661,16.6711665,53.736368,20.2019508,39.469257,0.00622333782,0.625839429,0.570888748,0.0585094965,,,,,,,,,,,,,,,,
2026-06-15 20:00:50.128,1001,15.1816088,68.9704083,33.5136694,41.7591664,16.6656523,53.7186535,20.1969808,39.4629536,0.0039342701,0.626046654,0.569555263,0.0580879538,,,,,,,,,,,,,,,,
2026-06-15 20:01:10.133,1002,15.176247,68.0575969,33.508859,41.7503483,16.6767239,53.6825312,20.1913182,39.5066131,0.00766694624,0.625719605,0.568122227,0.0585459349,,,,,,,,,,,,,,,,
2026-06-15 20:01:30.107,1003,15.157051,68.4387137,33.5012429,41.7457222,16.6479013,53.6696276,20.1841846,39.5334814,0.00548916627,0.625529867,0.568217618,0.0582621693,,,,,,,,,,,,,,,,
2026-06-15 20:01:50.122,1004,15.1780137,68.4053948,33.4840001,41.7437718,16.6664533,53.675726,20.175971,39.5985212,0.00559859468,0.625537413,0.569158778,0.0588830428,,,,,,,,,,,,,,,,
2026-06-15 20:02:10.138,1005,15.1716457,68.4518002,33.4706484,41.7372965,16.6192247,53.701299,20.1727905,39.5760232,0.00776403029,0.625696543,0.568877783,0.0572695714,,,,,,,,,,,,,,,,
2026-06-15 20:02:30.104,1006,15.1336297,68.6223728,33.4551674,41.7340499,16.6793843,53.6731944,20.1826362,39.526556,0.00573923222,0.625614168,0.567821544,0.0583128372,,,,,,,,,,,,,,,,
2026-06-15 20:02:50.120,1007,15.1564465,68.093865,33.4527355,41.7281098,16.682131,53.6730894,20.1867026,39.4750118,0.00568221048,0.62548387,0.568081846,0.0581801248,,,,,,,,,,,,,,,,
2026-06-15 20:03:10.113,1008,15.1412998,68.2947111,33.4365013,41.7220091,16.6554888,53.6859605,20.2045139,39.4828788,0.0046429439,0.625334634,0.567346247,0.0579970531,,,,,,,,,,,,,,,,
2026-06-15 20:03:30.105,1009,15.1446475,68.4422593,33.4251308,41.719155,16.6518,53.7077969,20.2137367,39.3449361,0.0015733288,0.625313241,0.566791245,0.057514981,,,,,,,,,,,,,,,,
2026-06-15 20:03:50.111,1010,15.1407049,68.4045766,33.4201841,41.7153673,16.6316222,53.6120787,20.2292875,39.2794857,0.00424914225,0.625098629,0.566049409,0.0587868672,,,,,,,,,,,,,,,,
2026-06-15 20:04:10.166,1011,15.1273385,67.8062858,33.4026392,41.7097067,16.6634712,53.625361,20.2293702,39.2548604,0.00902612755,0.625111056,0.566034178,0.0584436784,,,,,,,,,,,,,,,,
2026-06-15 20:04:30.105,1012,15.0987655,67.9294596,33.3965952,41.7029817,16.6601428,53.594598,20.2127008,39.2397019,0.00160600656,0.624867951,0.564957609,0.0581132277,,,,,,,,,,,,,,,,
2026-06-15 20:04:50.126,1013,15.0810551,68.6139183,33.390047,41.6990394,16.6431201,53.6073754,20.2163285,39.1548102,0.0053476002,0.624830789,0.565358281,0.0587033421,,,,,,,,,,,,,,,,
2026-06-15 20:05:10.104,1014,15.0888171,69.3860839,33.3890743,41.6925404,16.6511013,53.604308,20.2266143,39.1629939,0.00693945594,0.624681197,0.566636022,0.058124466,,,,,,,,,,,,,,,,
2026-06-15 20:05:30.107,1015,15.0592206,69.4681863,33.3896199,41.6876766,16.6418585,53.5985281,20.210006,39.1416147,0.0063333684,0.624537215,0.568115932,0.0584627404,,,,,,,,,,,,,,,,
2026-06-15 20:05:50.105,1016,15.0517044,69.4363221,33.4039144,41.6797208,16.6382451,53.5442914,20.2108971,39.1758478,0.00331316523,0.624831419,0.569060177,0.057953026,,,,,,,,,,,,,,,,
2026-06-15 20:06:10.105,1017,15.0715191,68.6986162,33.410688,41.6761532,16.6560655,53.5441629,20.2304778,39.1871315,0.00291206867,0.625146588,0.567947489,0.0584584516,,,,,,,,,,,,,,,,
2026-06-15 20:06:30.112,1018,15.0537007,68.8555095,33.4039144,41.6726391,16.6322227,53.5645839,20.2135551,39.2171685,0.00560833274,0.625048946,0.56752167,0.0578621444,,,,,,,,,,,,,,,,
2026-06-15 20:06:50.104,1019,15.0330809,68.9263488,33.4024968,41.6693153,16.6521466,53.5739315,20.2203924,39.2842075,0.00289983003,0.624829647,0.56805433,0.0585939613,,,,,,,,,,,,,,,,
2026-06-15 20:07:10.105,1020,15.0327548,69.138478,33.3985584,41.6632563,16.660371,53.5261678,20.1870065,39.3026153,0.00360266375,0.624975095,0.568787979,0.0584074039,,,,,,,,,,,,,,,,
2026-06-15 20:07:30.105,1021,15.0016637,69.3236974,33.3840327,41.6583093,16.664671,53.4918595,20.2276835,39.348307,0.00930099027,0.62526368,0.56911564,0.0583064423,,,,,,,,,,,,,,,,
2026-06-15 20:07:50.105,1022,15.0171731,69.3309198,33.3628758,41.6525773,16.657142,53.4992921,20.2190199,39.2906113,0.00519957811,0.625235769,0.568219799,0.0579931686,,,,,,,,,,,,,,,,
2026-06-15 20:08:10.114,1023,14.9948089,69.4592035,33.3478105,41.6497055,16.6602163,53.4956858,20.184815,39.2775602,0.00592203045,0.625636908,0.567987269,0.0583692035,,,,,,,,,,,,,,,,
2026-06-15 20:08:30.105,1024,15.0123011,69.7600699,33.3352956,41.6462449,16.6521797,53.4913858,20.1908328,39.3148466,0.00168586457,0.62564384,0.568148281,0.058175418,,,,,,,,,,,,,,,,
2026-06-15 20:08:50.112,1025,14.9822831,69.9479526,33.3337713,41.6447465,16.6625652,53.4457044,20.2310287,39.2844674,0.00891657502,0.625708952,0.568209153,0.0584482896,,,,,,,,,,,,,,,,
2026-06-15 20:09:10.119,1026,15.0060526,69.8245502,33.3240738,41.6382,16.6579122,53.4369606,20.2341324,39.1653998,0.00766275867,0.625728943,0.566691194,0.057223572,,,,,,,,,,,,,,,,
2026-06-15 20:09:30.120,1027,15.0040797,69.5047369,33.3139018,41.6333363,16.6571037,53.4407793,20.21771,39.0922642,0.00082592574,0.625835103,0.565923717,0.0577361902,,,,,,,,,,,,,,,,
2026-06-15 20:09:50.117,1028,15.0152575,69.1865626,33.3046967,41.6276103,16.6611701,53.4790063,20.2596052,39.0953095,0.00674361465,0.625492448,0.565862014,0.0585269303,,,,,,,,,,,,,,,,
2026-06-15 20:10:10.108,1029,14.9882814,68.9934313,33.3090798,41.6165331,16.6608113,53.4591477,20.2568694,39.0691381,0.00881733973,0.625278049,0.565314355,0.0577982986,,,,,,,,,,,,,,,,
2026-06-15 20:10:30.155,1030,15.0079533,69.2111965,33.3171818,41.6103553,16.6717586,53.4419788,20.2671017,39.0391496,0.00180782352,0.625000418,0.564592869,0.0592905609,,,,,,,,,,,,,,,,
2026-06-15 20:10:50.105,1031,15.0144864,69.3166578,33.3169327,41.6084883,16.6554381,53.4310194,20.2177912,39.0296581,0.0031658924,0.624870197,0.565264755,0.0576592349,,,,,,,,,,,,,,,,
2026-06-15 20:11:10.104,1032,15.01881,68.877729,33.3346076,41.6065083,16.667885,53.444723,20.2472012,39.0411985,0.00801808156,0.625058891,0.566073268,0.0580959113,,,,,,,,,,,,,,,,
2026-06-15 20:11:30.105,1033,14.9899281,68.2891788,33.3392043,41.6011808,16.6544429,53.4047063,20.1916974,39.0712815,0.000851414296,0.624893775,0.565303013,0.058203063,,,,,,,,,,,,,,,,
2026-06-15 20:11:50.105,1034,14.9792323,68.5454486,33.3433621,41.5973933,16.6530905,53.405078,20.2133623,39.0911555,0.00870933628,0.624892996,0.564903524,0.0586382343,,,,,,,,,,,,,,,,
2026-06-15 20:12:10.104,1035,14.9812891,68.7224296,33.3353846,41.5897767,16.6672538,53.4070787,20.1808655,39.1190783,0.000847088826,0.624874552,0.564826596,0.0586743941,,,,,,,,,,,,,,,,
2026-06-15 20:12:30.105,1036,14.9996322,68.9050894,33.3345008,41.5816487,16.6552475,53.3940404,20.1984674,39.1588766,0.00901337178,0.62504907,0.566189491,0.058306109,,,,,,,,,,,,,,,,
2026-06-15 20:12:50.105,1037,15.0038455,69.2338533,33.3188722,41.581726,16.6454219,53.3569707,20.2000126,39.2089708,0.00574591348,0.624907404,0.567542008,0.0580445796,,,,,,,,,,,,,,,,
2026-06-15 20:13:10.152,1038,14.9578065,69.2243595,33.3058236,41.5752569,16.6750294,53.3779518,20.1698948,39.1796387,0.00818717481,0.625365211,0.567514019,0.0567561938,,,,,,,,,,,,,,,,
2026-06-15 20:13:30.104,1039,14.9707691,68.8217073,33.2845308,41.5700781,16.6585052,53.3688591,20.1958565,39.1979691,0.00234022636,0.625462643,0.566423386,0.0583904809,,,,,,,,,,,,,,,,
2026-06-15 20:13:50.107,1040,14.9264205,68.8025533,33.2702072,41.5643642,16.6570995,53.3853279,20.2157479,39.1614006,0.00719883016,0.625432845,0.564858948,0.0585781446,,,,,,,,,,,,,,,,
2026-06-15 20:14:10.118,1041,14.9385707,69.221328,33.2575088,41.5600713,16.6569439,53.3547365,20.2135179,39.1709457,0.00764481325,0.625298941,0.56551014,0.057699271,,,,,,,,,,,,,,,,
2026-06-15 20:14:30.107,1042,14.9566228,69.1426111,33.2537663,41.5525023,16.6334002,53.3647662,20.2153476,39.0893049,0.00517420907,0.625389595,0.564850798,0.058785291,,,,,,,,,,,,,,,,
2026-06-15 20:14:50.147,1043,14.9746007,69.3560202,33.2417263,41.5491608,16.6573804,53.3745243,20.2496846,39.0451972,0.00264439516,0.625242441,0.564148238,0.0573103942,,,,,,,,,,,,,,,,
2026-06-15 20:15:10.104,1044,15.0078437,69.3290765,33.2404807,41.5444934,16.643129,53.3609158,20.2035318,38.9907447,0.00932959996,0.625156782,0.564518159,0.057626009,,,,,,,,,,,,,,,,
2026-06-15 20:15:30.104,1045,15.0114121,69.102759,33.2349827,41.5376974,16.6523355,53.3665325,20.2193143,38.9306541,0.00145363602,0.625132877,0.564931624,0.0577191825,,,,,,,,,,,,,,,,
2026-06-15 20:15:50.105,1046,15.005575,68.6219869,33.2406587,41.5314305,16.6526617,53.3712174,20.2452099,38.8881573,0.00793030577,0.625090925,0.564035877,0.0573066572,,,,,,,,,,,,,,,,
2026-06-15 20:16:10.105,1047,15.0333126,68.6929218,33.2456645,41.5263826,16.6403621,53.3757863,20.2303675,38.9132536,0.00652531171,0.624974932,0.563390341,0.0580664443,,,,,,,,,,,,,,,,
2026-06-15 20:16:30.150,1048,15.0137649,68.7952715,33.253701,41.5193904,16.6513362,53.3799212,20.2350906,38.9133899,0.00806778999,0.624638912,0.564014969,0.0585993674,,,,,,,,,,,,,,,,
2026-06-15 20:16:50.104,1049,14.9870189,68.5205049,33.2619867,41.5200445,16.6604781,53.3471924,20.2212123,38.9333305,0.00748306089,0.624805827,0.564756309,0.0576027566,,,,,,,,,,,,,,,,
2026-06-15 20:17:10.111,1050,14.9918102,68.3748117,33.2801596,41.5112091,16.631835,53.3730042,20.2095399,38.9721254,0.00110427042,0.624800701,0.563968719,0.0583933274,,,,,,,,,,,,,,,,
2026-06-15 20:17:30.104,1051,14.9555297,68.5027403,33.2746081,41.5056737,16.6496338,53.3531651,20.2214331,39.0166249,0.00250386795,0.624844653,0.564156779,0.058765527,,,,,,,,,,,,,,,,
2026-06-15 20:17:50.105,1052,14.9730576,68.7880724,33.2675145,41.5021062,16.6420904,53.3935026,20.1877773,39.0269314,0.0078148672,0.6248858,0.564815001,0.0580462486,,,,,,,,,,,,,,,,
2026-06-15 20:18:10.105,1053,14.9463876,68.3590131,33.2534342,41.4966422,16.6290499,53.3753931,20.1883577,39.0874658,0.00115013603,0.624726975,0.566124685,0.0584725008,,,,,,,,,,,,,,,,
2026-06-15 20:18:30.133,1054,14.9799161,68.1792161,33.2462754,41.492385,16.6406022,53.3890882,20.2058327,39.0926016,0.00386555212,0.624959701,0.565125255,0.0583025933,,,,,,,,,,,,,,,,
2026-06-15 20:18:50.134,1055,14.9717264,68.1686555,33.2307954,41.4852562,16.6100407,53.3683162,20.1666052,39.1133113,0.00818628995,0.624647788,0.564591876,0.0582185546,,,,,,,,,,,,,,,,
2026-06-15 20:19:10.151,1056,15.0031578,68.2087202,33.2150723,41.4801845,16.6295796,53.3453714,20.1883595,39.0540332,0.00280027297,0.624832352,0.564006991,0.057920136,,,,,,,,,,,,,,,,
2026-06-15 20:19:30.105,1057,15.0133634,68.4439038,33.2028011,41.4726038,16.651584,53.3249212,20.2077139,39.0347747,0.00237302133,0.625134274,0.564159456,0.0586135696,,,,,,,,,,,,,,,,
2026-06-15 20:19:50.105,1058,15.0042668,68.6258881,33.1996517,41.4678116,16.6146163,53.3392512,20.2254522,39.0406221,0.00245975367,0.625297314,0.564167298,0.0594485827,,,,,,,,,,,,,,,,
2026-06-15 20:20:10.105,1059,14.9966682,68.5166648,33.2010218,41.461753,16.6420373,53.3548167,20.2220688,38.9754556,0.00426750596,0.625038966,0.563466382,0.0579354555,,,,,,,,,,,,,,,,
2026-06-15 20:20:30.134,1060,15.0168918,68.9856565,33.1895454,41.4616044,16.6185393,53.3952604,20.2227473,38.9013983,0.00574247977,0.625125138,0.562729087,0.056494708,,,,,,,,,,,,,,,,
2026-06-15 20:20:50.112,1061,15.0333139,69.5190174,33.1807676,41.4553734,16.6382327,53.3108144,20.233781,38.8847461,0.00187861689,0.624861493,0.564003797,0.0587461919,,,,,,,,,,,,,,,,
2026-06-15 20:21:10.105,1062,14.984105,69.6848391,33.1843677,41.448863,16.6521661,53.2829595,20.2707533,38.8604572,0.00309414292,0.625061177,0.564769811,0.0582813241,,,,,,,,,,,,,,,,
2026-06-15 20:21:30.123,1063,15.0366601,69.3947554,33.185803,41.4417045,16.6521939,53.2989637,20.2240879,38.7724287,0.00729566599,0.625011825,0.564747635,0.0576926903,,,,,,,,,,,,,,,,
2026-06-15 20:21:50.104,1064,15.0580333,69.0962671,33.1914314,41.4374474,16.6153269,53.2774466,20.1886928,38.7741865,0.00356980902,0.625033537,0.564033441,0.0587322819,,,,,,,,,,,,,,,,
2026-06-15 20:22:10.113,1065,15.0567357,68.5634784,33.2079195,41.4289334,16.645725,53.2544731,20.2297375,38.8528447,0.00174569488,0.625130652,0.563329897,0.0581625325,,,,,,,,,,,,,,,,
2026-06-15 20:22:30.105,1066,15.0554056,68.7680134,33.2219819,41.4222089,16.6439672,53.1922351,20.2308235,38.8523282,0.00906925125,0.624997044,0.563352389,0.0581109768,,,,,,,,,,,,,,,,
2026-06-15 20:22:50.105,1067,15.0363717,67.9974692,33.2257125,41.4174466,16.6218195,53.2124256,20.1896335,38.8665021,0.00665258442,0.625293988,0.563485171,0.0580830722,,,,,,,,,,,,,,,,
2026-06-15 20:23:10.137,1068,15.0469872,67.3667272,33.228162,41.4123037,16.6437034,53.2257657,20.2198126,38.9417539,0.00118129689,0.624632352,0.561909349,0.0584046421,,,,,,,,,,,,,,,,
2026-06-15 20:23:30.138,1069,15.018902,67.4255589,33.2272071,41.4061679,16.6629628,53.1976569,20.1873609,38.9769634,0.00807859447,0.624720864,0.561297916,0.0588557994,,,,,,,,,,,,,,,,
2026-06-15 20:23:50.143,1070,15.0407631,67.6207614,33.2180378,41.4002342,16.636787,53.1831868,20.1768322,39.0061934,0.00425204045,0.624386011,0.562832942,0.058357397,,,,,,,,,,,,,,,,
2026-06-15 20:24:10.105,1071,15.0783495,67.9624836,33.1907079,41.3966015,16.6367514,53.1849857,20.1799577,39.0292823,0.00861488612,0.625024556,0.563587321,0.0588236744,,,,,,,,,,,,,,,,
2026-06-15 20:24:30.142,1072,15.111747,68.4164577,33.182713,41.3877844,16.6575337,53.167003,20.1788051,38.9988833,0.00158104432,0.625017759,0.563536323,0.0585102313,,,,,,,,,,,,,,,,
2026-06-15 20:24:50.105,1073,15.1391395,68.837197,33.1734251,41.3847462,16.6456204,53.1677851,20.151603,39.0260495,0.00438317437,0.625238653,0.564147795,0.0583783794,,,,,,,,,,,,,,,,
2026-06-15 20:25:10.148,1074,15.1102641,68.976512,33.1740953,41.3775284,16.6368495,53.1194788,20.1876206,38.9949539,0.00229180041,0.625254038,0.564953516,0.0574541701,,,,,,,,,,,,,,,,
2026-06-15 20:25:30.145,1075,15.1345787,68.4724993,33.1656794,41.373426,16.6277853,53.1408479,20.2196475,38.9235897,0.00413832334,0.625609792,0.564196701,0.0579118863,,,,,,,,,,,,,,,,
2026-06-15 20:25:50.105,1076,15.1350441,68.1875669,33.1638349,41.3671238,16.6197103,53.1030737,20.212906,38.8805955,0.00873591654,0.625243231,0.561996033,0.0577571944,,,,,,,,,,,,,,,,
2026-06-15 20:26:10.149,1077,15.1490744,68.2455895,33.1590901,41.3594483,16.6283325,53.0952543,20.2450341,38.8199292,0.00205763665,0.625230561,0.561379381,0.0582702661,,,,,,,,,,,,,,,,
2026-06-15 20:26:30.105,1078,15.1481594,68.4116902,33.1538828,41.3527656,16.6413743,53.080187,20.2266203,38.7860684,0.00243739315,0.625053462,0.562017539,0.0582030057,,,,,,,,,,,,,,,,
2026-06-15 20:26:50.104,1079,15.1659977,68.5350895,33.1516291,41.3450128,16.6449227,53.1043493,20.2289347,38.7599227,0.00420801811,0.624818987,0.561987028,0.0581420064,,,,,,,,,,,,,,,,
2026-06-15 20:27:10.105,1080,15.1350278,68.3265513,33.1602763,41.3417012,16.6148753,53.0912427,20.2368546,38.7284589,0.00801975935,0.624931896,0.562252098,0.0578683017,,,,,,,,,,,,,,,,
2026-06-15 20:27:30.110,1081,15.133592,68.2135665,33.1676544,41.3355061,16.6101235,53.1315065,20.2090575,38.7369533,0.00784401241,0.625148358,0.562100568,0.0583283916,,,,,,,,,,,,,,,,
2026-06-15 20:27:50.104,1082,15.1526418,68.4625914,33.1787689,41.3280921,16.6386431,53.1383788,20.1904528,38.7806795,0.00552718076,0.624552958,0.561788201,0.0580934091,,,,,,,,,,,,,,,,
2026-06-15 20:28:10.105,1083,15.1600903,67.9330253,33.1913721,41.3261123,16.649934,53.1017383,20.2248478,38.8129112,0.00105022733,0.624835751,0.56279337,0.0576030899,,,,,,,,,,,,,,,,
2026-06-15 20:28:30.105,1084,15.1127196,67.7284154,33.1910697,41.3224321,16.6248986,53.0882965,20.2253486,38.8586006,0.00248102478,0.625183884,0.561331212,0.0574406946,,,,,,,,,,,,,,,,
2026-06-15 20:28:50.105,1085,15.1613558,67.7913955,33.2005355,41.3150599,16.6411311,53.074676,20.1874163,38.9017085,0.00844680874,0.624750639,0.561412677,0.0584952069,,,,,,,,,,,,,,,,
2026-06-15 20:29:10.111,1086,15.1242683,67.6828583,33.1889642,41.3059397,16.5943957,53.0889713,20.1899279,38.9822171,0.00451797183,0.624920328,0.562752615,0.0584081333,,,,,,,,,,,,,,,,
2026-06-15 20:29:30.105,1087,15.1376789,67.6989996,33.1571863,41.2966709,16.6300887,53.03502,20.17733,39.0060229,0.00245259895,0.625039214,0.562711728,-0.000110910033,,,,,,,,,,,,,,,,
